id,kind,token,source_file,line,risk,status
TOK-00065,static-color,border-red-800,apps/frontend/src/app/(dashboard)/contacts/page.tsx,305,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00066,static-color,bg-red-50,apps/frontend/src/app/(dashboard)/contacts/page.tsx,305,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00067,static-color,bg-red-950,apps/frontend/src/app/(dashboard)/contacts/page.tsx,305,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00068,static-color,text-red-500,apps/frontend/src/app/(dashboard)/contacts/page.tsx,306,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00069,static-color,text-red-700,apps/frontend/src/app/(dashboard)/contacts/page.tsx,307,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00070,static-color,text-red-300,apps/frontend/src/app/(dashboard)/contacts/page.tsx,307,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00071,static-color,bg-amber-600,apps/frontend/src/app/(dashboard)/contacts/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00072,static-color,bg-amber-700,apps/frontend/src/app/(dashboard)/contacts/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00073,static-color,text-white,apps/frontend/src/app/(dashboard)/contacts/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00074,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/contacts/page.tsx,316,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00075,static-color,text-zinc-500,apps/frontend/src/app/(dashboard)/contacts/page.tsx,318,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00076,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/contacts/page.tsx,318,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00077,static-color,text-white,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,97,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00078,static-color,text-white,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,113,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00079,semantic-token,border-border,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,55,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00080,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,55,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00081,semantic-token,border-border,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,64,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00082,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,64,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00083,semantic-token,border-border,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,73,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00084,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,73,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00085,semantic-token,border-border,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,83,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00086,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,83,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00087,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,95,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00088,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,97,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00089,semantic-token,bg-brand-600,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,97,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00090,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,102,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00091,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,113,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00092,semantic-token,bg-brand-600,apps/frontend/src/app/(dashboard)/dashboard/page.tsx,113,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00093,static-color,bg-red-500/10,apps/frontend/src/app/(dashboard)/documents/page.tsx,45,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00094,static-color,text-red-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,45,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00095,static-color,bg-green-500/10,apps/frontend/src/app/(dashboard)/documents/page.tsx,46,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00096,static-color,text-green-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,46,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00097,static-color,bg-blue-500/10,apps/frontend/src/app/(dashboard)/documents/page.tsx,47,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00098,static-color,text-blue-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,47,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00099,static-color,bg-amber-500/10,apps/frontend/src/app/(dashboard)/documents/page.tsx,49,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00100,static-color,text-amber-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,49,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00101,static-color,text-white,apps/frontend/src/app/(dashboard)/documents/page.tsx,107,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00102,static-color,text-white,apps/frontend/src/app/(dashboard)/documents/page.tsx,261,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00103,static-color,bg-black/50,apps/frontend/src/app/(dashboard)/documents/page.tsx,307,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00104,static-color,text-green-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,316,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00105,static-color,text-white,apps/frontend/src/app/(dashboard)/documents/page.tsx,362,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00106,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,85,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00107,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,107,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00108,semantic-token,bg-brand-600,apps/frontend/src/app/(dashboard)/documents/page.tsx,107,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00109,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,118,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00110,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,124,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00111,semantic-token,text-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,128,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00112,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,135,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00113,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,135,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00114,semantic-token,border-brand-500/50,apps/frontend/src/app/(dashboard)/documents/page.tsx,135,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00115,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,143,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00116,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,149,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00117,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,197,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00118,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,197,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00119,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,200,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00120,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,200,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00121,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,207,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00122,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,210,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00123,semantic-token,text-danger,apps/frontend/src/app/(dashboard)/documents/page.tsx,210,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00124,semantic-token,bg-danger/10,apps/frontend/src/app/(dashboard)/documents/page.tsx,210,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00125,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,217,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00126,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,218,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00127,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,218,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00128,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,225,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00129,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,231,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00130,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,236,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00131,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,240,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00132,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,247,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00133,semantic-token,bg-brand-500/10,apps/frontend/src/app/(dashboard)/documents/page.tsx,251,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00134,semantic-token,text-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,251,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00135,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,261,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00136,semantic-token,bg-brand-600,apps/frontend/src/app/(dashboard)/documents/page.tsx,261,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00137,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,308,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00138,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,308,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00139,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,311,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00140,semantic-token,border-brand-500/50,apps/frontend/src/app/(dashboard)/documents/page.tsx,311,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00141,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,318,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00142,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/documents/page.tsx,321,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00143,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,334,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00144,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,334,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00145,semantic-token,ring-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,334,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00146,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,339,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00147,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,339,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00148,semantic-token,ring-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,339,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00149,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,347,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00150,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,347,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00151,semantic-token,ring-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,347,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00152,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,352,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00153,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,352,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00154,semantic-token,ring-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,352,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00155,semantic-token,text-danger,apps/frontend/src/app/(dashboard)/documents/page.tsx,355,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00156,semantic-token,border-border,apps/frontend/src/app/(dashboard)/documents/page.tsx,359,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00157,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/documents/page.tsx,359,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00158,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/documents/page.tsx,362,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00159,semantic-token,bg-brand-600,apps/frontend/src/app/(dashboard)/documents/page.tsx,362,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00160,static-color,text-white,apps/frontend/src/app/(dashboard)/email/page.tsx,192,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00161,semantic-token,border-border,apps/frontend/src/app/(dashboard)/email/page.tsx,182,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00162,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/email/page.tsx,182,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00163,semantic-token,bg-brand-500/10,apps/frontend/src/app/(dashboard)/email/page.tsx,183,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00164,semantic-token,text-brand-500,apps/frontend/src/app/(dashboard)/email/page.tsx,184,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00165,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/email/page.tsx,187,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00166,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/email/page.tsx,192,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00167,semantic-token,bg-brand-600,apps/frontend/src/app/(dashboard)/email/page.tsx,192,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00168,semantic-token,border-border,apps/frontend/src/app/(dashboard)/email/page.tsx,241,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00169,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/email/page.tsx,241,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00170,semantic-token,text-brand-500,apps/frontend/src/app/(dashboard)/email/page.tsx,268,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00171,static-color,text-white,apps/frontend/src/app/(dashboard)/finance/page.tsx,118,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00172,static-color,text-green-600,apps/frontend/src/app/(dashboard)/finance/page.tsx,157,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00173,static-color,text-red-600,apps/frontend/src/app/(dashboard)/finance/page.tsx,157,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00174,static-color,bg-red-500,apps/frontend/src/app/(dashboard)/finance/page.tsx,187,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00175,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/finance/page.tsx,84,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00176,semantic-token,border-border,apps/frontend/src/app/(dashboard)/finance/page.tsx,96,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00177,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/finance/page.tsx,96,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00178,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/finance/page.tsx,97,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00179,semantic-token,border-border,apps/frontend/src/app/(dashboard)/finance/page.tsx,100,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00180,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/finance/page.tsx,100,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00181,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/finance/page.tsx,101,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00182,semantic-token,border-border,apps/frontend/src/app/(dashboard)/finance/page.tsx,104,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00183,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/finance/page.tsx,104,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00184,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/finance/page.tsx,105,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00185,semantic-token,text-brand-500,apps/frontend/src/app/(dashboard)/finance/page.tsx,106,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00186,semantic-token,border-border,apps/frontend/src/app/(dashboard)/finance/page.tsx,117,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00187,semantic-token,bg-brand-500,apps/frontend/src/app/(dashboard)/finance/page.tsx,118,Preferred semantic design-system token,CODE_CONFIRMED
